recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
10,2) $100 - $200,162.79,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
10,2) $100 - $200,137.74,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
1,2) $100 - $200,193.91,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,278.72,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,56.32,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
5,1) $0 - $100,79.29,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,56.06,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
3,1) $0 - $100,48.65,1,0,Rural,0,Web,No E-Mail,0,0,0.0
2,3) $200 - $350,295.22,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
8,2) $100 - $200,198.33,1,0,Rural,1,Web,No E-Mail,0,0,0.0
11,4) $350 - $500,477.09,1,0,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
9,1) $0 - $100,39.7,1,0,Urban,0,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
1,5) $500 - $750,633.46,1,1,Rural,1,Multichannel,Mens E-Mail,1,0,0.0
2,1) $0 - $100,85.07,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
12,2) $100 - $200,112.06,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
7,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
11,1) $0 - $100,49.06,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
1,5) $500 - $750,666.57,1,1,Urban,1,Multichannel,Mens E-Mail,1,0,0.0
9,2) $100 - $200,115.9,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
7,2) $100 - $200,102.5,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
8,3) $200 - $350,303.41,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
1,1) $0 - $100,54.2,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0
1,2) $100 - $200,179.15,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
4,1) $0 - $100,59.4,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
11,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,1) $0 - $100,31.74,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0
7,3) $200 - $350,299.56,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,2) $100 - $200,183.77,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0
4,4) $350 - $500,498.28,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
1,1) $0 - $100,98.64,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,68.72,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
8,1) $0 - $100,29.99,0,1,Rural,0,Web,No E-Mail,1,0,0.0
4,4) $350 - $500,408.29,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
1,5) $500 - $750,503.94,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
8,5) $500 - $750,694.68,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
6,1) $0 - $100,99.26,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
5,3) $200 - $350,296.12,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
1,3) $200 - $350,237.44,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
4,1) $0 - $100,92.12,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
4,3) $200 - $350,333.26,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,1,0,0.0
10,3) $200 - $350,273.39,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
9,2) $100 - $200,139.72,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
6,2) $100 - $200,127.36,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
6,2) $100 - $200,132.2,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,0,0,0.0
1,4) $350 - $500,473.07,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,98.35,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,87.66,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
1,3) $200 - $350,226.97,1,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
9,"7) $1,000 +",1042.17,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
2,5) $500 - $750,605.58,1,1,Rural,1,Phone,No E-Mail,0,0,0.0
3,"6) $750 - $1,000",797.62,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0
5,1) $0 - $100,42.05,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
2,2) $100 - $200,104.2,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
7,2) $100 - $200,128.8,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,71.51,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
3,"6) $750 - $1,000",922.47,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
5,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
8,1) $0 - $100,75.04,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
1,2) $100 - $200,175.95,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
2,5) $500 - $750,540.95,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
6,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
4,5) $500 - $750,620.3,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
12,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,1,0,0.0
3,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
7,2) $100 - $200,153.75,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,79.33,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
3,2) $100 - $200,152.9,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
9,2) $100 - $200,132.98,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
11,1) $0 - $100,29.99,0,1,Rural,1,Web,Mens E-Mail,1,0,0.0
2,4) $350 - $500,435.65,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
10,3) $200 - $350,202.07,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
3,1) $0 - $100,91.81,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
6,1) $0 - $100,76.41,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
5,4) $350 - $500,476.82,1,0,Rural,0,Phone,Mens E-Mail,1,0,0.0
1,"7) $1,000 +",2145.81,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
3,4) $350 - $500,352.43,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
2,"6) $750 - $1,000",836.65,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
1,4) $350 - $500,401.44,1,1,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
6,3) $200 - $350,241.73,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
5,5) $500 - $750,545.87,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,"6) $750 - $1,000",788.68,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
1,1) $0 - $100,64.97,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
8,1) $0 - $100,41.89,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,84.01,0,1,Urban,0,Web,No E-Mail,0,0,0.0
1,3) $200 - $350,305.28,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
1,3) $200 - $350,298.56,1,0,Urban,0,Web,No E-Mail,0,0,0.0
1,"7) $1,000 +",1122.7,1,1,Urban,1,Web,Womens E-Mail,0,0,0.0
3,5) $500 - $750,626.62,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
9,1) $0 - $100,68.78,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
9,4) $350 - $500,438.33,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
7,2) $100 - $200,174.57,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
8,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0
9,5) $500 - $750,543.02,1,1,Urban,1,Web,Mens E-Mail,0,0,0.0
1,3) $200 - $350,325.15,1,1,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
3,3) $200 - $350,308.26,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
5,5) $500 - $750,689.27,1,0,Urban,1,Phone,Mens E-Mail,1,0,0.0
12,1) $0 - $100,35.36,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
6,2) $100 - $200,133.43,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
7,3) $200 - $350,241.27,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
1,1) $0 - $100,34.82,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
12,1) $0 - $100,29.99,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
7,"6) $750 - $1,000",825.24,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
1,3) $200 - $350,221.2,1,1,Urban,0,Phone,No E-Mail,0,0,0.0
7,2) $100 - $200,114.5,0,1,Urban,1,Web,No E-Mail,0,0,0.0
7,1) $0 - $100,53.95,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
10,3) $200 - $350,208.78,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
9,1) $0 - $100,46.84,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
4,5) $500 - $750,517.92,0,1,Urban,1,Web,No E-Mail,0,0,0.0
1,4) $350 - $500,398.95,1,0,Urban,1,Web,No E-Mail,0,0,0.0
3,5) $500 - $750,728.88,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
12,2) $100 - $200,150.06,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,93.65,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
3,2) $100 - $200,134.31,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
4,1) $0 - $100,52.21,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
8,5) $500 - $750,723.86,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
7,2) $100 - $200,104.98,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,5) $500 - $750,551.58,1,0,Urban,1,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,49.61,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
8,1) $0 - $100,57.76,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
1,4) $350 - $500,438.57,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
4,4) $350 - $500,457.0,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
1,1) $0 - $100,82.06,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
1,3) $200 - $350,341.5,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
1,1) $0 - $100,95.58,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
9,3) $200 - $350,236.01,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
8,1) $0 - $100,89.33,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
9,2) $100 - $200,179.72,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0
3,3) $200 - $350,324.8,1,0,Urban,1,Phone,No E-Mail,1,0,0.0
6,2) $100 - $200,100.31,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
9,2) $100 - $200,108.74,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
2,2) $100 - $200,119.89,1,0,Urban,1,Web,No E-Mail,0,0,0.0
3,2) $100 - $200,190.76,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
6,1) $0 - $100,38.52,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
11,"6) $750 - $1,000",751.1,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
5,5) $500 - $750,599.29,1,0,Rural,1,Phone,Womens E-Mail,1,0,0.0
5,"7) $1,000 +",1532.18,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
9,2) $100 - $200,147.48,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
11,1) $0 - $100,97.14,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
12,5) $500 - $750,522.73,0,1,Rural,1,Web,No E-Mail,0,0,0.0
1,5) $500 - $750,577.17,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
7,1) $0 - $100,45.09,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
8,2) $100 - $200,127.57,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
6,2) $100 - $200,119.54,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
2,2) $100 - $200,116.22,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
12,5) $500 - $750,529.04,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
1,2) $100 - $200,171.96,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
7,2) $100 - $200,104.31,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
7,5) $500 - $750,538.07,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
3,"6) $750 - $1,000",801.35,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
1,5) $500 - $750,648.38,1,1,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
2,3) $200 - $350,241.79,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,2) $100 - $200,182.79,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
5,1) $0 - $100,76.77,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
9,4) $350 - $500,413.99,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
9,2) $100 - $200,155.18,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
9,3) $200 - $350,227.04,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
11,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
4,2) $100 - $200,120.38,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
3,2) $100 - $200,123.59,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
3,2) $100 - $200,107.41,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
6,2) $100 - $200,170.45,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
2,5) $500 - $750,625.92,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
8,2) $100 - $200,130.92,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
2,1) $0 - $100,30.62,1,0,Surburban,1,Web,Womens E-Mail,1,0,0.0
4,3) $200 - $350,220.02,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,63.87,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
7,5) $500 - $750,620.05,1,1,Urban,1,Web,No E-Mail,0,0,0.0
5,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
9,2) $100 - $200,100.32,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
9,3) $200 - $350,302.78,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
6,2) $100 - $200,131.48,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
9,3) $200 - $350,332.33,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
1,2) $100 - $200,177.75,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,3) $200 - $350,216.72,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
4,1) $0 - $100,56.26,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
7,1) $0 - $100,45.57,0,1,Urban,0,Web,No E-Mail,0,0,0.0
4,2) $100 - $200,184.67,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
1,"6) $750 - $1,000",774.26,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
2,4) $350 - $500,417.04,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
8,2) $100 - $200,177.62,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
9,3) $200 - $350,224.27,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
10,2) $100 - $200,114.82,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
1,"6) $750 - $1,000",928.37,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
10,1) $0 - $100,92.45,0,1,Rural,1,Phone,Mens E-Mail,1,0,0.0
7,2) $100 - $200,140.97,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,291.44,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
3,4) $350 - $500,375.47,1,1,Urban,0,Web,Mens E-Mail,1,0,0.0
4,1) $0 - $100,65.48,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,1) $0 - $100,66.42,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0
4,3) $200 - $350,249.61,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
9,4) $350 - $500,375.98,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,1) $0 - $100,68.83,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
11,3) $200 - $350,291.21,0,1,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0
2,3) $200 - $350,284.99,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,53.51,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
2,1) $0 - $100,88.97,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,38.71,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0.0
11,1) $0 - $100,52.66,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
3,"6) $750 - $1,000",836.06,1,0,Urban,1,Web,No E-Mail,1,0,0.0
9,3) $200 - $350,212.81,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
1,4) $350 - $500,382.87,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
5,"6) $750 - $1,000",811.23,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
2,3) $200 - $350,273.63,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
12,2) $100 - $200,165.53,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
7,1) $0 - $100,60.68,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
5,3) $200 - $350,215.24,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
4,1) $0 - $100,61.21,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
8,1) $0 - $100,69.92,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
1,2) $100 - $200,144.78,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
6,1) $0 - $100,53.8,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
1,2) $100 - $200,186.21,1,0,Urban,0,Web,No E-Mail,0,0,0.0
7,3) $200 - $350,319.36,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
9,2) $100 - $200,111.46,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
5,1) $0 - $100,47.98,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
5,3) $200 - $350,311.54,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0
10,"6) $750 - $1,000",822.57,1,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
1,2) $100 - $200,183.64,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
1,5) $500 - $750,563.7,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
10,2) $100 - $200,103.24,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
1,5) $500 - $750,507.89,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
9,3) $200 - $350,311.52,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,305.9,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
9,2) $100 - $200,108.81,0,1,Rural,0,Web,No E-Mail,1,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
9,1) $0 - $100,42.78,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
2,3) $200 - $350,244.51,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0
5,5) $500 - $750,517.83,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,81.82,1,0,Rural,1,Web,Mens E-Mail,0,0,0.0
1,2) $100 - $200,150.18,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
7,1) $0 - $100,65.09,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
4,2) $100 - $200,147.84,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
9,2) $100 - $200,111.02,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
2,3) $200 - $350,292.92,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
1,2) $100 - $200,107.9,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
10,4) $350 - $500,388.61,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0
2,"7) $1,000 +",1074.01,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
2,5) $500 - $750,607.79,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
10,2) $100 - $200,175.5,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
9,2) $100 - $200,129.93,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
6,1) $0 - $100,73.59,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
7,4) $350 - $500,422.44,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
1,"6) $750 - $1,000",832.28,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
4,2) $100 - $200,130.82,0,1,Urban,0,Phone,No E-Mail,1,0,0.0
9,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
11,2) $100 - $200,103.78,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0
1,1) $0 - $100,48.74,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
4,2) $100 - $200,133.06,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
6,3) $200 - $350,286.23,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
2,"7) $1,000 +",1156.08,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
1,4) $350 - $500,354.73,1,1,Rural,0,Web,Womens E-Mail,1,0,0.0
10,1) $0 - $100,80.64,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
5,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
1,2) $100 - $200,141.58,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
2,1) $0 - $100,39.47,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
2,"7) $1,000 +",1012.62,1,1,Surburban,1,Multichannel,Mens E-Mail,1,0,0.0
1,"6) $750 - $1,000",852.39,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,87.18,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
7,1) $0 - $100,77.52,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
10,2) $100 - $200,178.86,1,0,Rural,1,Web,Womens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
4,3) $200 - $350,221.95,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0
2,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
2,"7) $1,000 +",1093.03,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
1,"7) $1,000 +",1283.93,1,1,Urban,1,Web,No E-Mail,0,0,0.0
11,2) $100 - $200,154.37,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,4) $350 - $500,351.86,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
1,1) $0 - $100,50.81,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
3,2) $100 - $200,168.51,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
4,5) $500 - $750,595.38,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
2,3) $200 - $350,290.02,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
10,3) $200 - $350,203.24,1,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
10,3) $200 - $350,280.95,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
